ancestor,descend,lineage
EPI_ISL_17785169,EPI_ISL_17794044,XBB
EPI_ISL_17785169,EPI_ISL_17988225,XBB
EPI_ISL_17785169,EPI_ISL_17794043,XBB
EPI_ISL_17785169,EPI_ISL_17978384,XBB
EPI_ISL_17785169,EPI_ISL_17770042,XBB
EPI_ISL_17785169,EPI_ISL_17795332,XBB
EPI_ISL_17785169,EPI_ISL_17988172,XBB
EPI_ISL_17785169,EPI_ISL_18034148,XBB
EPI_ISL_17785169,EPI_ISL_17978388,XBB
EPI_ISL_17785169,EPI_ISL_17795542,XBB
EPI_ISL_17785169,EPI_ISL_17795206,XBB
EPI_ISL_17785169,EPI_ISL_17795528,XBB
EPI_ISL_17785169,EPI_ISL_17972858,XBB
EPI_ISL_17785169,EPI_ISL_17956975,XBB
EPI_ISL_17785169,EPI_ISL_17956986,XBB
EPI_ISL_17785169,EPI_ISL_17957029,XBB
EPI_ISL_17794505,EPI_ISL_17794535,XBB
EPI_ISL_17794894,EPI_ISL_17785110,XBB
EPI_ISL_17794894,EPI_ISL_17785111,XBB
EPI_ISL_17794894,EPI_ISL_17785112,XBB
EPI_ISL_17794894,EPI_ISL_17785113,XBB
EPI_ISL_17794894,EPI_ISL_17645717,XBB
EPI_ISL_17794894,EPI_ISL_17735993,XBB
EPI_ISL_17794894,EPI_ISL_17645688,XBB
EPI_ISL_17794894,EPI_ISL_17718374,XBB
EPI_ISL_17794894,EPI_ISL_17795625,XBB
EPI_ISL_17794894,EPI_ISL_17744717,XBB
EPI_ISL_17794894,EPI_ISL_18036960,XBB
EPI_ISL_17794894,EPI_ISL_17978580,XBB
EPI_ISL_17794894,EPI_ISL_18034048,XBB
EPI_ISL_17794894,EPI_ISL_17850667,XBB
EPI_ISL_17794894,EPI_ISL_17850357,XBB
EPI_ISL_17794894,EPI_ISL_17988878,XBB
EPI_ISL_17794894,EPI_ISL_17850383,XBB
EPI_ISL_17794508,EPI_ISL_17775184,XBB
EPI_ISL_17794508,EPI_ISL_17775375,XBB
EPI_ISL_17794508,EPI_ISL_17664528,XBB
EPI_ISL_17794508,EPI_ISL_17678400,XBB
EPI_ISL_17794508,EPI_ISL_17664536,XBB
EPI_ISL_17794508,EPI_ISL_17698075,XBB
EPI_ISL_17794508,EPI_ISL_17696858,XBB
EPI_ISL_17794508,EPI_ISL_17729788,XBB
EPI_ISL_17794508,EPI_ISL_17770249,XBB
EPI_ISL_17794508,EPI_ISL_17836671,XBB
EPI_ISL_15940800,EPI_ISL_15940964,BA.5
EPI_ISL_15940800,EPI_ISL_15940781,BA.5
EPI_ISL_15940800,EPI_ISL_15940932,BA.5
EPI_ISL_17684226,EPI_ISL_17684227,BF.7
EPI_ISL_17620333,EPI_ISL_17620356,XBB
EPI_ISL_17618348,EPI_ISL_17618423,XBB
EPI_ISL_17618348,EPI_ISL_17625481,XBB
EPI_ISL_17620340,EPI_ISL_17684350,Others
EPI_ISL_17620340,EPI_ISL_17684206,Others
EPI_ISL_17620340,EPI_ISL_17850612,Others
EPI_ISL_17620340,EPI_ISL_17850623,Others
EPI_ISL_17620340,EPI_ISL_17850645,Others
EPI_ISL_17620340,EPI_ISL_17951345,Others
EPI_ISL_17620340,EPI_ISL_17951308,Others
EPI_ISL_17620340,EPI_ISL_17729914,Others
EPI_ISL_17620340,EPI_ISL_18137954,Others
EPI_ISL_17620340,EPI_ISL_17850728,Others
EPI_ISL_17620340,EPI_ISL_17972884,Others
EPI_ISL_17620340,EPI_ISL_17978597,Others
EPI_ISL_17620340,EPI_ISL_18130523,Others
EPI_ISL_17808169,EPI_ISL_17785365,XBB
EPI_ISL_17808169,EPI_ISL_17795733,XBB
EPI_ISL_17808169,EPI_ISL_17725276,XBB
EPI_ISL_17808169,EPI_ISL_17795762,XBB
EPI_ISL_17808169,EPI_ISL_17795706,XBB
EPI_ISL_17808169,EPI_ISL_17795702,XBB
EPI_ISL_17808169,EPI_ISL_18035842,XBB
EPI_ISL_17808169,EPI_ISL_17988190,XBB
EPI_ISL_17808169,EPI_ISL_17785262,XBB
EPI_ISL_17808169,EPI_ISL_17978496,XBB
EPI_ISL_17808169,EPI_ISL_17836611,XBB
EPI_ISL_17808169,EPI_ISL_17836617,XBB
EPI_ISL_17808169,EPI_ISL_17972967,XBB
EPI_ISL_17808169,EPI_ISL_17956689,XBB
EPI_ISL_17625526,EPI_ISL_17619099,XBB
EPI_ISL_17698004,EPI_ISL_17698016,XBB
EPI_ISL_17836317,EPI_ISL_17836316,DY
EPI_ISL_17618809,EPI_ISL_17625492,XBB
EPI_ISL_17618809,EPI_ISL_17618837,XBB
EPI_ISL_17618809,EPI_ISL_17618835,XBB
EPI_ISL_17618809,EPI_ISL_17625592,XBB
EPI_ISL_17618809,EPI_ISL_17725301,XBB
EPI_ISL_17618809,EPI_ISL_17725384,XBB
EPI_ISL_17618809,EPI_ISL_17725386,XBB
EPI_ISL_17618809,EPI_ISL_17724939,XBB
EPI_ISL_17618809,EPI_ISL_17770194,XBB
EPI_ISL_17697926,EPI_ISL_17698311,XBB
EPI_ISL_17697926,EPI_ISL_17698115,XBB
EPI_ISL_17697926,EPI_ISL_17698327,XBB
EPI_ISL_17697926,EPI_ISL_17698296,XBB
EPI_ISL_17697926,EPI_ISL_17698333,XBB
EPI_ISL_17697926,EPI_ISL_18035002,XBB
EPI_ISL_17697926,EPI_ISL_18035438,XBB
EPI_ISL_17697926,EPI_ISL_18035044,XBB
EPI_ISL_17697926,EPI_ISL_18035610,XBB
EPI_ISL_17697926,EPI_ISL_18035103,XBB
EPI_ISL_17697926,EPI_ISL_18035822,XBB
EPI_ISL_17697926,EPI_ISL_17795409,XBB
EPI_ISL_17697926,EPI_ISL_18035341,XBB
EPI_ISL_17697926,EPI_ISL_18036030,XBB
EPI_ISL_17697926,EPI_ISL_18036343,XBB
EPI_ISL_17697926,EPI_ISL_18036419,XBB
EPI_ISL_15940877,EPI_ISL_15940929,BA.5
EPI_ISL_17619180,EPI_ISL_17619183,Others
EPI_ISL_17619180,EPI_ISL_17625555,Others
EPI_ISL_17619180,EPI_ISL_17625521,Others
EPI_ISL_17619180,EPI_ISL_17625630,Others
EPI_ISL_17698046,EPI_ISL_17698087,XBB
EPI_ISL_17698046,EPI_ISL_17765894,XBB
EPI_ISL_17698046,EPI_ISL_18035032,XBB
EPI_ISL_17795062,EPI_ISL_17795067,XBB
EPI_ISL_17795062,EPI_ISL_17795068,XBB
EPI_ISL_17618826,EPI_ISL_17795297,XBB
EPI_ISL_17618827,EPI_ISL_17618448,XBB
EPI_ISL_17619003,EPI_ISL_17795469,XBB
EPI_ISL_17619003,EPI_ISL_17811307,XBB
EPI_ISL_17632953,EPI_ISL_17775105,Others
EPI_ISL_17632953,EPI_ISL_17836344,Others
EPI_ISL_17632953,EPI_ISL_17684018,Others
EPI_ISL_17632953,EPI_ISL_17775095,Others
EPI_ISL_17632953,EPI_ISL_17689369,Others
EPI_ISL_17632953,EPI_ISL_17794047,Others
EPI_ISL_17632953,EPI_ISL_17988173,Others
EPI_ISL_17817001,EPI_ISL_17817002,DY
EPI_ISL_17817001,EPI_ISL_17817005,DY
EPI_ISL_17645425,EPI_ISL_17645427,XBB
EPI_ISL_17645425,EPI_ISL_17645428,XBB
EPI_ISL_17645425,EPI_ISL_17645429,XBB
EPI_ISL_17645425,EPI_ISL_17645430,XBB
EPI_ISL_17785193,EPI_ISL_17785197,XBB
EPI_ISL_17785193,EPI_ISL_17785198,XBB
EPI_ISL_17785193,EPI_ISL_17785199,XBB
EPI_ISL_1069210,EPI_ISL_16138320,Others
EPI_ISL_15940974,EPI_ISL_15940978,BA.5
EPI_ISL_17785134,EPI_ISL_17785128,XBB
EPI_ISL_17785134,EPI_ISL_17785127,XBB
EPI_ISL_17785134,EPI_ISL_18009754,XBB
EPI_ISL_17785134,EPI_ISL_18009800,XBB
EPI_ISL_17785134,EPI_ISL_18049558,XBB
EPI_ISL_17785134,EPI_ISL_17725055,XBB
EPI_ISL_17785134,EPI_ISL_18049723,XBB
EPI_ISL_17625485,EPI_ISL_17696765,BF.7
EPI_ISL_17633005,EPI_ISL_17632998,BF.7
EPI_ISL_17794635,EPI_ISL_17714269,XBB
EPI_ISL_17794635,EPI_ISL_17744740,XBB
EPI_ISL_17794635,EPI_ISL_18033989,XBB
EPI_ISL_17794635,EPI_ISL_17744793,XBB
EPI_ISL_17794635,EPI_ISL_17850287,XBB
EPI_ISL_17794635,EPI_ISL_18036133,XBB
EPI_ISL_17794635,EPI_ISL_18034331,XBB
EPI_ISL_17794635,EPI_ISL_17987433,XBB
EPI_ISL_17618369,EPI_ISL_17625426,XBB
EPI_ISL_17618367,EPI_ISL_17618368,XBB
EPI_ISL_17698206,EPI_ISL_18035039,XBB
EPI_ISL_17618754,EPI_ISL_17619008,XBB
EPI_ISL_17618754,EPI_ISL_17619094,XBB
EPI_ISL_17618754,EPI_ISL_17678428,XBB
EPI_ISL_17698239,EPI_ISL_17698227,XBB
EPI_ISL_17795063,EPI_ISL_17795053,XBB
EPI_ISL_15940967,EPI_ISL_15940953,BA.5
EPI_ISL_17618363,EPI_ISL_17618364,XBB
EPI_ISL_17645580,EPI_ISL_17645579,BF.7
EPI_ISL_17618744,EPI_ISL_18009802,XBB
EPI_ISL_17618745,EPI_ISL_17625568,XBB
EPI_ISL_17618745,EPI_ISL_17678364,XBB
EPI_ISL_17785173,EPI_ISL_17619121,XBB
EPI_ISL_17785173,EPI_ISL_17625539,XBB
EPI_ISL_17785173,EPI_ISL_17785175,XBB
EPI_ISL_17785173,EPI_ISL_17785120,XBB
EPI_ISL_17785173,EPI_ISL_18009708,XBB
EPI_ISL_17785173,EPI_ISL_17678362,XBB
EPI_ISL_17785173,EPI_ISL_18009723,XBB
EPI_ISL_17785173,EPI_ISL_18009798,XBB
EPI_ISL_17785173,EPI_ISL_17678354,XBB
EPI_ISL_17785173,EPI_ISL_17684162,XBB
EPI_ISL_17785173,EPI_ISL_17678447,XBB
EPI_ISL_17785173,EPI_ISL_18009864,XBB
EPI_ISL_17785173,EPI_ISL_18009758,XBB
EPI_ISL_17785173,EPI_ISL_18009869,XBB
EPI_ISL_17785173,EPI_ISL_17698184,XBB
EPI_ISL_17785173,EPI_ISL_18009857,XBB
EPI_ISL_17785173,EPI_ISL_18009876,XBB
EPI_ISL_17785173,EPI_ISL_18049636,XBB
EPI_ISL_17785173,EPI_ISL_17725383,XBB
EPI_ISL_17785173,EPI_ISL_18049633,XBB
EPI_ISL_17785173,EPI_ISL_17725445,XBB
EPI_ISL_17785173,EPI_ISL_17725279,XBB
EPI_ISL_17785173,EPI_ISL_17978450,XBB
EPI_ISL_17785173,EPI_ISL_18049707,XBB
EPI_ISL_17785173,EPI_ISL_18034711,XBB
EPI_ISL_17785173,EPI_ISL_18049686,XBB
EPI_ISL_17785173,EPI_ISL_18049654,XBB
EPI_ISL_17785173,EPI_ISL_18035098,XBB
EPI_ISL_17785173,EPI_ISL_18035685,XBB
EPI_ISL_17785173,EPI_ISL_17725213,XBB
EPI_ISL_17785173,EPI_ISL_17770104,XBB
EPI_ISL_17785173,EPI_ISL_18049366,XBB
EPI_ISL_17785173,EPI_ISL_17795476,XBB
EPI_ISL_17785173,EPI_ISL_18049392,XBB
EPI_ISL_17785173,EPI_ISL_17811324,XBB
EPI_ISL_17785173,EPI_ISL_18049516,XBB
EPI_ISL_17785173,EPI_ISL_18049490,XBB
EPI_ISL_17785173,EPI_ISL_18438211,XBB
EPI_ISL_17785173,EPI_ISL_18438239,XBB
EPI_ISL_17785173,EPI_ISL_18438081,XBB
EPI_ISL_17785173,EPI_ISL_18137974,XBB
EPI_ISL_17785173,EPI_ISL_18036566,XBB
EPI_ISL_17618453,EPI_ISL_17618454,XBB
EPI_ISL_17645616,EPI_ISL_17645652,DY
EPI_ISL_17618456,EPI_ISL_17625406,XBB
EPI_ISL_17637478,EPI_ISL_17794036,XBB
EPI_ISL_17637478,EPI_ISL_17775340,XBB
EPI_ISL_17637478,EPI_ISL_17785250,XBB
EPI_ISL_17637478,EPI_ISL_17836379,XBB
EPI_ISL_17637478,EPI_ISL_17836612,XBB
EPI_ISL_17637478,EPI_ISL_17999002,XBB
EPI_ISL_17637478,EPI_ISL_18108704,XBB
EPI_ISL_17618860,EPI_ISL_17645946,XBB
EPI_ISL_17618860,EPI_ISL_17725436,XBB
EPI_ISL_17618860,EPI_ISL_17725429,XBB
EPI_ISL_17618860,EPI_ISL_17770258,XBB
EPI_ISL_17618860,EPI_ISL_17770321,XBB
EPI_ISL_17618860,EPI_ISL_18035905,XBB
EPI_ISL_15940966,EPI_ISL_15940845,BA.5
EPI_ISL_17698050,EPI_ISL_17697659,Others
EPI_ISL_17698050,EPI_ISL_17697905,Others
EPI_ISL_17698050,EPI_ISL_17794793,Others
EPI_ISL_17618883,EPI_ISL_17618880,XBB
EPI_ISL_17618883,EPI_ISL_17618878,XBB
EPI_ISL_17618883,EPI_ISL_17625611,XBB
EPI_ISL_17664574,EPI_ISL_17664539,XBB
EPI_ISL_17664574,EPI_ISL_17718351,XBB
EPI_ISL_17664574,EPI_ISL_17736049,XBB
EPI_ISL_17696956,EPI_ISL_17696945,BA.5
EPI_ISL_17696954,EPI_ISL_17836964,XBB
EPI_ISL_17696950,EPI_ISL_17684348,XBB
EPI_ISL_17696950,EPI_ISL_17684363,XBB
EPI_ISL_17696950,EPI_ISL_17684364,XBB
EPI_ISL_17696950,EPI_ISL_17684369,XBB
EPI_ISL_17696950,EPI_ISL_17684385,XBB
EPI_ISL_17696950,EPI_ISL_17998781,XBB
EPI_ISL_17696950,EPI_ISL_17684390,XBB
EPI_ISL_17696950,EPI_ISL_17652437,XBB
EPI_ISL_17696950,EPI_ISL_17998783,XBB
EPI_ISL_17696950,EPI_ISL_17714326,XBB
EPI_ISL_17696950,EPI_ISL_17714327,XBB
EPI_ISL_17696950,EPI_ISL_17714332,XBB
EPI_ISL_17696950,EPI_ISL_17794167,XBB
EPI_ISL_17696950,EPI_ISL_17794166,XBB
EPI_ISL_17696950,EPI_ISL_17794171,XBB
EPI_ISL_17696950,EPI_ISL_18037035,XBB
EPI_ISL_17696950,EPI_ISL_17998838,XBB
EPI_ISL_17696950,EPI_ISL_17794180,XBB
EPI_ISL_17696950,EPI_ISL_17794183,XBB
EPI_ISL_17696950,EPI_ISL_18040225,XBB
EPI_ISL_17618760,EPI_ISL_17678291,XBB
EPI_ISL_17618439,EPI_ISL_17618440,XBB
EPI_ISL_17618439,EPI_ISL_17678319,XBB
EPI_ISL_17801892,EPI_ISL_17801893,XBB
EPI_ISL_17801892,EPI_ISL_17808144,XBB
EPI_ISL_17801892,EPI_ISL_17808141,XBB
EPI_ISL_17801892,EPI_ISL_17801890,XBB
EPI_ISL_17801892,EPI_ISL_17801889,XBB
EPI_ISL_17801892,EPI_ISL_17808143,XBB
EPI_ISL_17801892,EPI_ISL_17801891,XBB
EPI_ISL_17795647,EPI_ISL_17795648,XBB
EPI_ISL_17795647,EPI_ISL_17684013,XBB
EPI_ISL_17795647,EPI_ISL_17795666,XBB
EPI_ISL_17795647,EPI_ISL_17795657,XBB
EPI_ISL_17795647,EPI_ISL_17795611,XBB
EPI_ISL_17795647,EPI_ISL_17795609,XBB
EPI_ISL_17795647,EPI_ISL_17988265,XBB
EPI_ISL_17795647,EPI_ISL_17795669,XBB
EPI_ISL_17795647,EPI_ISL_17795772,XBB
EPI_ISL_17795647,EPI_ISL_17795667,XBB
EPI_ISL_17795647,EPI_ISL_17988260,XBB
EPI_ISL_17795647,EPI_ISL_17795623,XBB
EPI_ISL_17795647,EPI_ISL_17988263,XBB
EPI_ISL_17795647,EPI_ISL_17988264,XBB
EPI_ISL_17795647,EPI_ISL_17795085,XBB
EPI_ISL_17795647,EPI_ISL_17978457,XBB
EPI_ISL_17795647,EPI_ISL_17988168,XBB
EPI_ISL_17795647,EPI_ISL_17988274,XBB
EPI_ISL_17795647,EPI_ISL_17988276,XBB
EPI_ISL_17795647,EPI_ISL_17988267,XBB
EPI_ISL_17795647,EPI_ISL_17988269,XBB
EPI_ISL_17795647,EPI_ISL_17978482,XBB
EPI_ISL_17795647,EPI_ISL_18049374,XBB
EPI_ISL_17795647,EPI_ISL_17795164,XBB
EPI_ISL_17795647,EPI_ISL_17811301,XBB
EPI_ISL_17795647,EPI_ISL_17795212,XBB
EPI_ISL_17795647,EPI_ISL_17794428,XBB
EPI_ISL_17795647,EPI_ISL_17811096,XBB
EPI_ISL_17795647,EPI_ISL_18037375,XBB
EPI_ISL_17795647,EPI_ISL_18033882,XBB
EPI_ISL_17795647,EPI_ISL_18105944,XBB
EPI_ISL_17795647,EPI_ISL_18105946,XBB
EPI_ISL_17795647,EPI_ISL_18034518,XBB
EPI_ISL_17795647,EPI_ISL_18105939,XBB
EPI_ISL_17795647,EPI_ISL_18105935,XBB
EPI_ISL_17795647,EPI_ISL_18105565,XBB
EPI_ISL_15940945,EPI_ISL_15940808,BA.5
EPI_ISL_17645581,EPI_ISL_17645627,XBB
EPI_ISL_17645581,EPI_ISL_17739866,XBB
EPI_ISL_17645581,EPI_ISL_17739851,XBB
EPI_ISL_17645581,EPI_ISL_17850435,XBB
EPI_ISL_17672072,EPI_ISL_17769926,XBB
EPI_ISL_17618373,EPI_ISL_17618384,XBB
EPI_ISL_17618373,EPI_ISL_17618383,XBB
EPI_ISL_17618373,EPI_ISL_17696823,XBB
EPI_ISL_17618373,EPI_ISL_17696811,XBB
EPI_ISL_17618373,EPI_ISL_17696809,XBB
EPI_ISL_17618373,EPI_ISL_17696792,XBB
EPI_ISL_17618373,EPI_ISL_17696789,XBB
EPI_ISL_17618373,EPI_ISL_17696785,XBB
EPI_ISL_17618373,EPI_ISL_17696794,XBB
EPI_ISL_17618373,EPI_ISL_17696802,XBB
EPI_ISL_17619092,EPI_ISL_17725391,XBB
EPI_ISL_17619092,EPI_ISL_17770299,XBB
EPI_ISL_17625430,EPI_ISL_17625510,XBB
EPI_ISL_17625595,EPI_ISL_17625464,XBB
EPI_ISL_17632976,EPI_ISL_17794409,XBB
EPI_ISL_17619113,EPI_ISL_17703990,XBB
EPI_ISL_17619113,EPI_ISL_17770376,XBB
EPI_ISL_17625512,EPI_ISL_17770191,XBB
EPI_ISL_17645601,EPI_ISL_17645600,DY
EPI_ISL_15940900,EPI_ISL_15940928,BA.5
EPI_ISL_17697701,EPI_ISL_17698018,XBB
EPI_ISL_17697756,EPI_ISL_17794373,XBB
EPI_ISL_17697756,EPI_ISL_18036125,XBB
EPI_ISL_17696966,EPI_ISL_17625376,XBB
EPI_ISL_17625436,EPI_ISL_17625425,XBB
EPI_ISL_17625436,EPI_ISL_17625547,XBB
EPI_ISL_17785115,EPI_ISL_18049689,XBB
EPI_ISL_17645618,EPI_ISL_17645651,DY
EPI_ISL_17645618,EPI_ISL_17739739,DY
EPI_ISL_17769967,EPI_ISL_17696979,XBB
EPI_ISL_17698161,EPI_ISL_17698173,XBB
EPI_ISL_17652420,EPI_ISL_17652421,XBB
EPI_ISL_17698142,EPI_ISL_17698138,XBB
EPI_ISL_17698142,EPI_ISL_17725044,XBB
EPI_ISL_15941098,EPI_ISL_15941099,BA.5
EPI_ISL_17584997,EPI_ISL_17584996,XBB
EPI_ISL_17625520,EPI_ISL_17618393,XBB
EPI_ISL_17618388,EPI_ISL_17618389,XBB
EPI_ISL_17836412,EPI_ISL_17836413,XBB
EPI_ISL_17836412,EPI_ISL_17775556,XBB
EPI_ISL_17698229,EPI_ISL_17697865,Others
EPI_ISL_17698280,EPI_ISL_17697954,Others
EPI_ISL_17698280,EPI_ISL_18034827,Others
EPI_ISL_17836399,EPI_ISL_17836400,XBB
EPI_ISL_17698249,EPI_ISL_17698059,DY
EPI_ISL_17625586,EPI_ISL_17618381,XBB
EPI_ISL_17697872,EPI_ISL_17697882,XBB
EPI_ISL_17697872,EPI_ISL_17698273,XBB
EPI_ISL_17697872,EPI_ISL_17697877,XBB
EPI_ISL_17697872,EPI_ISL_17697873,XBB
EPI_ISL_17697872,EPI_ISL_17697881,XBB
EPI_ISL_17697872,EPI_ISL_17794441,XBB
EPI_ISL_17697872,EPI_ISL_18035481,XBB
EPI_ISL_15940894,EPI_ISL_15940895,BA.5
EPI_ISL_15940894,EPI_ISL_15940896,BA.5
EPI_ISL_17794510,EPI_ISL_17794703,XBB
EPI_ISL_17625307,EPI_ISL_17625309,XBB
EPI_ISL_17625307,EPI_ISL_17697668,XBB
EPI_ISL_17625307,EPI_ISL_17684092,XBB
EPI_ISL_17625307,EPI_ISL_17689395,XBB
EPI_ISL_17625307,EPI_ISL_17714368,XBB
EPI_ISL_17625307,EPI_ISL_18035409,XBB
EPI_ISL_17625307,EPI_ISL_17744781,XBB
EPI_ISL_17697793,EPI_ISL_18105511,XBB
EPI_ISL_17697790,EPI_ISL_18037198,Others
EPI_ISL_17697800,EPI_ISL_17697789,XBB
EPI_ISL_17801903,EPI_ISL_17625285,XBB
EPI_ISL_17801903,EPI_ISL_17729761,XBB
EPI_ISL_17801903,EPI_ISL_17714421,XBB
EPI_ISL_17801903,EPI_ISL_17794042,XBB
EPI_ISL_17801903,EPI_ISL_17795578,XBB
EPI_ISL_17619144,EPI_ISL_17678433,XBB
EPI_ISL_17618444,EPI_ISL_17785139,XBB
EPI_ISL_17618444,EPI_ISL_18009738,XBB
EPI_ISL_17646005,EPI_ISL_17646126,XBB
EPI_ISL_17672075,EPI_ISL_17672070,XBB
EPI_ISL_17672075,EPI_ISL_17672068,XBB
EPI_ISL_16922504,EPI_ISL_16922511,BA.5
EPI_ISL_17615016,EPI_ISL_17625370,XBB
EPI_ISL_17615016,EPI_ISL_17714350,XBB
EPI_ISL_17618904,EPI_ISL_17619063,XBB
EPI_ISL_17696953,EPI_ISL_17785163,XBB
EPI_ISL_17696953,EPI_ISL_17678353,XBB
EPI_ISL_17696953,EPI_ISL_17678432,XBB
EPI_ISL_17696953,EPI_ISL_17684393,XBB
EPI_ISL_17696953,EPI_ISL_17836323,XBB
EPI_ISL_17696953,EPI_ISL_17795793,XBB
EPI_ISL_17696953,EPI_ISL_17785351,XBB
EPI_ISL_17696953,EPI_ISL_17714401,XBB
EPI_ISL_17696953,EPI_ISL_17714380,XBB
EPI_ISL_17696953,EPI_ISL_17770173,XBB
EPI_ISL_17696953,EPI_ISL_17816963,XBB
EPI_ISL_17696953,EPI_ISL_17778668,XBB
EPI_ISL_17696953,EPI_ISL_17724934,XBB
EPI_ISL_17696953,EPI_ISL_17724935,XBB
EPI_ISL_17696953,EPI_ISL_18049378,XBB
EPI_ISL_17696953,EPI_ISL_18036018,XBB
EPI_ISL_17696953,EPI_ISL_17978401,XBB
EPI_ISL_17696953,EPI_ISL_17795285,XBB
EPI_ISL_17696953,EPI_ISL_17988128,XBB
EPI_ISL_17696953,EPI_ISL_17811091,XBB
EPI_ISL_17696953,EPI_ISL_18105890,XBB
EPI_ISL_17637427,EPI_ISL_17645456,XBB
EPI_ISL_17637427,EPI_ISL_18095809,XBB
EPI_ISL_17637427,EPI_ISL_17730001,XBB
EPI_ISL_17637427,EPI_ISL_17998791,XBB
EPI_ISL_17637427,EPI_ISL_17808337,XBB
EPI_ISL_17637427,EPI_ISL_17808381,XBB
EPI_ISL_17637427,EPI_ISL_17830430,XBB
EPI_ISL_17637427,EPI_ISL_17830425,XBB
EPI_ISL_17775097,EPI_ISL_17775107,XBB
EPI_ISL_17618867,EPI_ISL_17619040,XBB
EPI_ISL_17664530,EPI_ISL_17684116,XBB
EPI_ISL_17615014,EPI_ISL_17614986,XBB
EPI_ISL_17794272,EPI_ISL_17794276,XBB
EPI_ISL_17697896,EPI_ISL_17697807,XBB
EPI_ISL_16634007,EPI_ISL_16634023,BA.5
EPI_ISL_17615023,EPI_ISL_17614987,XBB
EPI_ISL_17615023,EPI_ISL_17615009,XBB
EPI_ISL_17615023,EPI_ISL_17625297,XBB
EPI_ISL_17615023,EPI_ISL_17625294,XBB
EPI_ISL_17615023,EPI_ISL_17625290,XBB
EPI_ISL_17615023,EPI_ISL_17625302,XBB
EPI_ISL_17615023,EPI_ISL_17625299,XBB
EPI_ISL_17664605,EPI_ISL_17664599,XBB
EPI_ISL_17625642,EPI_ISL_17625581,DY
EPI_ISL_17652423,EPI_ISL_17729996,XBB
EPI_ISL_17615019,EPI_ISL_17625333,XBB
EPI_ISL_17620294,EPI_ISL_17620293,XBB
EPI_ISL_18013083,EPI_ISL_18013155,XBB
EPI_ISL_17625740,EPI_ISL_17652439,DY
EPI_ISL_17619035,EPI_ISL_17619033,XBB
EPI_ISL_17619035,EPI_ISL_17625636,XBB
EPI_ISL_18009865,EPI_ISL_18035785,XBB
EPI_ISL_16634005,EPI_ISL_16634043,BA.5
EPI_ISL_17769966,EPI_ISL_17775193,XBB
EPI_ISL_17769966,EPI_ISL_17795458,XBB
EPI_ISL_17769966,EPI_ISL_17972965,XBB
EPI_ISL_17619131,EPI_ISL_17615001,DY
EPI_ISL_17783629,EPI_ISL_17783628,BF.7
EPI_ISL_17794514,EPI_ISL_17794519,XBB
EPI_ISL_17794514,EPI_ISL_17671896,XBB
EPI_ISL_17794514,EPI_ISL_17671892,XBB
EPI_ISL_17794512,EPI_ISL_18034959,XBB
EPI_ISL_17625403,EPI_ISL_17625414,XBB
EPI_ISL_17637501,EPI_ISL_17664570,XBB
EPI_ISL_17637501,EPI_ISL_17696790,XBB
EPI_ISL_17637501,EPI_ISL_17778565,XBB
EPI_ISL_17637501,EPI_ISL_17850819,XBB
EPI_ISL_17696947,EPI_ISL_17836232,XBB
EPI_ISL_17696947,EPI_ISL_17836255,XBB
EPI_ISL_17696947,EPI_ISL_17689388,XBB
EPI_ISL_17696947,EPI_ISL_17775445,XBB
EPI_ISL_17696947,EPI_ISL_17836580,XBB
EPI_ISL_17696949,EPI_ISL_17696964,XBB
EPI_ISL_17696949,EPI_ISL_17696934,XBB
EPI_ISL_17795698,EPI_ISL_18035591,XBB
EPI_ISL_17795698,EPI_ISL_17795566,XBB
EPI_ISL_17795698,EPI_ISL_17988983,XBB
EPI_ISL_416370,EPI_ISL_416379,Others
EPI_ISL_16922510,EPI_ISL_16922509,BF.7
EPI_ISL_17625530,EPI_ISL_17678352,XBB
EPI_ISL_17645613,EPI_ISL_17645614,BF.7
EPI_ISL_17625479,EPI_ISL_17625452,XBB
EPI_ISL_17625424,EPI_ISL_17645749,XBB
EPI_ISL_17678371,EPI_ISL_17645794,XBB
EPI_ISL_17645417,EPI_ISL_17684381,XBB
EPI_ISL_17625549,EPI_ISL_17625564,XBB
EPI_ISL_17625549,EPI_ISL_17775362,XBB
EPI_ISL_17678372,EPI_ISL_17678284,XBB
EPI_ISL_17678372,EPI_ISL_17794442,XBB
EPI_ISL_17678372,EPI_ISL_17794443,XBB
EPI_ISL_17678372,EPI_ISL_17794444,XBB
EPI_ISL_17697704,EPI_ISL_18009883,EG.5
EPI_ISL_17697704,EPI_ISL_18049593,EG.5
EPI_ISL_17697704,EPI_ISL_18049709,EG.5
EPI_ISL_17697704,EPI_ISL_18036805,EG.5
EPI_ISL_17697704,EPI_ISL_17794580,EG.5
EPI_ISL_17697704,EPI_ISL_18034592,EG.5
EPI_ISL_17697704,EPI_ISL_17957061,EG.5
EPI_ISL_17697704,EPI_ISL_18036907,EG.5
EPI_ISL_17697704,EPI_ISL_18037117,EG.5
EPI_ISL_17697704,EPI_ISL_18114716,EG.5
EPI_ISL_17697704,EPI_ISL_18232702,EG.5
EPI_ISL_17697704,EPI_ISL_18213259,EG.5
EPI_ISL_17697704,EPI_ISL_18146011,EG.5
EPI_ISL_17785161,EPI_ISL_18049561,XBB
EPI_ISL_16634035,EPI_ISL_16634053,BA.5
